Skew,Kurtosis,b,c,d,_RHS_
0.2,1.8,-1.52808,0.061486,0.243206,1.24E-19
0.2,1.9,-1.52971,0.060936,0.244532,2.83E-21
0.2,2,-1.53128,0.060398,0.245823,4.21E-21
0.2,2.1,-1.53278,0.059871,0.247081,1.22E-20
0.2,2.2,-1.53424,0.059356,0.248308,6.73E-18
0.2,2.3,0.820588,0.024281,0.056408,1.08E-14
0.2,2.4,0.815065,0.024073,0.058061,5.77E-13
0.2,2.5,0.809652,0.023872,0.059677,1.13E-16
0.2,2.6,0.804345,0.023677,0.061256,1.06E-15
0.2,2.7,0.799137,0.02349,0.062801,2.42E-19
0.2,2.8,0.794025,0.023308,0.064313,1.57E-18
0.2,2.9,0.789004,0.023132,0.065794,9.87E-20
0.2,3,0.784069,0.022962,0.067246,1.02E-20
0.2,3.1,0.779218,0.022797,0.068669,5.27E-21
0.2,3.2,0.774446,0.022637,0.070065,4.98E-21
0.2,3.3,0.769751,0.022482,0.071436,3.54E-26
0.2,3.4,0.765128,0.022331,0.072782,1.02E-25
0.2,3.5,0.760576,0.022184,0.074104,2.79E-25
0.2,3.6,0.756092,0.022041,0.075403,7.30E-25
0.2,3.7,0.751672,0.021902,0.076681,3.38E-22
0.2,3.8,0.747315,0.021767,0.077937,9.86E-17
0.2,3.9,0.743018,0.021635,0.079173,5.49E-17
0.2,4,0.738779,0.021507,0.08039,9.34E-17
0.2,4.1,0.734596,0.021381,0.081588,9.16E-17
0.2,4.2,0.730467,0.021259,0.082768,4.00E-17
0.2,4.3,0.726391,0.021139,0.08393,1.70E-17
0.2,4.4,0.722365,0.021023,0.085076,4.81E-20
0.2,4.5,0.718389,0.020909,0.086205,3.79E-20
0.2,4.6,0.714459,0.020797,0.087319,2.89E-20
0.2,4.7,0.710576,0.020688,0.088417,3.50E-19
0.2,4.8,0.706737,0.020582,0.089501,1.76E-15
0.2,4.9,0.702941,0.020478,0.09057,4.47E-15
0.2,5,0.699187,0.020375,0.091625,7.23E-23
0.2,5.1,0.695474,0.020275,0.092667,1.73E-21
0.2,5.2,0.6918,0.020177,0.093696,9.83E-22
0.2,5.3,0.688164,0.020081,0.094712,4.30E-22
0.2,5.4,0.684566,0.019987,0.095716,1.19E-22
0.2,5.5,0.681004,0.019895,0.096708,9.42E-24
0.2,5.6,0.677478,0.019804,0.097689,1.73E-15
0.2,5.7,0.673986,0.019716,0.098658,2.87E-15
0.2,5.8,0.670527,0.019628,0.099616,4.76E-15
0.2,5.9,0.667101,0.019543,0.100564,7.78E-15
0.2,6,0.663707,0.019459,0.101501,1.25E-14
0.2,6.1,0.660344,0.019376,0.102428,3.14E-22
0.2,6.2,0.657011,0.019295,0.103345,1.14E-21
0.2,6.3,0.653707,0.019216,0.104252,4.35E-21
0.2,6.4,0.650433,0.019137,0.10515,1.76E-20
0.2,6.5,0.647186,0.01906,0.106039,7.54E-20
0.2,6.6,0.643967,0.018984,0.106919,9.65E-21
0.2,6.7,0.640775,0.01891,0.10779,4.48E-21
0.2,6.8,0.637609,0.018837,0.108652,1.85E-21
0.2,6.9,0.634468,0.018765,0.109507,6.58E-22
0.2,7,0.631353,0.018694,0.110353,8.92E-21
0.2,7.1,0.628262,0.018624,0.111191,4.22E-24
0.2,7.2,0.625195,0.018555,0.112021,2.17E-21
0.2,7.3,0.622151,0.018487,0.112844,1.65E-20
0.2,7.4,0.619131,0.018421,0.11366,9.52E-16
0.2,7.5,0.616133,0.018355,0.114468,1.37E-15
0.2,7.6,0.613157,0.01829,0.115269,1.95E-15
0.2,7.7,0.610203,0.018227,0.116063,2.76E-15
0.2,7.8,0.60727,0.018164,0.11685,3.87E-15
0.2,7.9,0.604357,0.018102,0.11763,5.38E-15
0.2,8,0.601465,0.018041,0.118404,2.38E-19
0.2,8.1,0.598593,0.017981,0.119172,3.75E-19
0.2,8.2,0.59574,0.017921,0.119933,5.84E-19
0.2,8.3,0.592906,0.017863,0.120688,8.97E-19
0.2,8.4,0.590092,0.017805,0.121437,1.36E-18
0.2,8.5,0.587296,0.017748,0.12218,1.03E-15
0.2,8.6,0.584517,0.017692,0.122917,1.95E-15
0.2,8.7,0.581757,0.017636,0.123649,3.59E-15
0.2,8.8,0.579014,0.017581,0.124375,6.42E-15
0.2,8.9,0.576288,0.017527,0.125095,1.90E-28
0.2,9,0.573579,0.017474,0.12581,5.68E-28
0.2,9.1,0.570887,0.017421,0.12652,1.61E-21
0.2,9.2,0.568211,0.017369,0.127224,4.05E-19
0.2,9.3,0.565551,0.017318,0.127924,1.98E-17
0.2,9.4,0.562906,0.017267,0.128618,1.19E-21
0.2,9.5,0.560278,0.017217,0.129308,1.09E-23
0.2,9.6,0.557664,0.017167,0.129992,1.13E-28
0.2,9.7,0.555065,0.017118,0.130672,1.90E-28
0.2,9.8,0.552481,0.01707,0.131347,3.42E-28
0.2,9.9,0.549911,0.017022,0.132018,5.04E-28
0.2,10,0.547356,0.016975,0.132684,3.02E-27
0.2,10.1,0.544814,0.016928,0.133345,1.80E-26
0.2,10.2,0.542287,0.016882,0.134002,9.23E-26
0.2,10.3,0.539772,0.016836,0.134655,4.23E-25
0.2,10.4,0.537272,0.016791,0.135304,1.11E-20
0.2,10.5,0.534784,0.016746,0.135948,3.56E-23
0.2,10.6,0.532309,0.016702,0.136588,2.40E-21
0.2,10.7,0.529847,0.016659,0.137225,1.07E-21
0.2,10.8,0.527398,0.016615,0.137857,4.68E-22
0.2,10.9,0.524961,0.016573,0.138485,1.99E-22
0.2,11,0.522536,0.01653,0.139109,7.48E-26
0.2,11.1,0.520123,0.016488,0.13973,1.34E-25
0.2,11.2,0.517722,0.016447,0.140347,2.37E-25
0.2,11.3,0.515333,0.016406,0.14096,4.15E-25
0.2,11.4,0.512955,0.016366,0.14157,3.32E-22
0.2,11.5,1.578624,0.035537,-0.30913,6.41E-22
0.2,11.6,1.578698,0.035404,-0.30953,1.84E-22
0.2,11.7,1.578768,0.035273,-0.30993,1.52E-17
0.2,11.8,1.578833,0.035143,-0.31032,9.86E-19
0.2,11.9,1.578895,0.035014,-0.31072,7.10E-16
0.2,12,-1.57895,0.034886,0.311108,1.11E-17
0.2,12.1,-1.57901,0.03476,0.311497,6.90E-21
0.2,12.2,-1.57906,0.034634,0.311882,1.25E-26
0.2,12.3,-1.5791,0.03451,0.312265,9.51E-28
0.2,12.4,-1.57915,0.034387,0.312646,5.32E-22
0.2,12.5,0.487512,0.015946,0.148048,2.54E-18
0.2,12.6,0.48526,0.01591,0.148618,8.13E-18
0.2,12.7,0.483018,0.015874,0.149184,7.72E-18
0.2,12.8,0.480785,0.015839,0.149748,1.81E-19
0.2,12.9,0.478561,0.015804,0.150308,1.48E-17
0.2,13,0.476347,0.015769,0.150866,1.06E-26
0.2,13.1,0.474142,0.015735,0.151421,3.03E-26
0.2,13.2,0.471946,0.015701,0.151973,7.51E-20
0.2,13.3,1.579381,0.033329,-0.31597,4.11E-18
0.2,13.4,1.579391,0.033217,-0.31632,1.97E-21
0.2,13.5,1.579397,0.033106,-0.31668,6.80E-17
0.2,13.6,0.463251,0.015568,0.154153,1.30E-15
0.2,13.7,0.461098,0.015535,0.154691,1.80E-15
0.2,13.8,0.458954,0.015503,0.155227,2.49E-15
0.2,13.9,0.456818,0.015471,0.15576,4.43E-29
0.2,14,0.45469,0.015439,0.15629,5.63E-29
0.2,14.1,1.579373,0.032457,-0.31877,3.11E-24
0.2,14.2,1.579358,0.032352,-0.31911,1.63E-18
0.2,14.3,1.579341,0.032247,-0.31945,4.30E-22
0.2,14.4,1.579321,0.032144,-0.31979,5.58E-18
0.2,14.5,1.579298,0.032042,-0.32013,2.56E-27
0.2,14.6,1.579273,0.03194,-0.32046,1.37E-23
0.2,14.7,-1.57924,0.031839,0.320795,3.48E-19
0.2,14.8,-1.57921,0.031739,0.321125,1.31E-18
0.2,14.9,-1.57918,0.03164,0.321454,1.40E-19
0.2,15,-1.57914,0.031542,0.321781,1.75E-23
0.2,15.1,-1.57911,0.031444,0.322106,7.23E-20
0.2,15.2,0.429762,0.015079,0.162465,7.26E-18
0.2,15.3,0.427733,0.01505,0.162964,7.62E-18
0.2,15.4,0.42571,0.015022,0.163462,7.84E-18
0.2,15.5,-1.57893,0.031062,0.32339,1.47E-17
0.2,15.6,-1.57887,0.030968,0.323706,8.22E-23
0.2,15.7,-1.57882,0.030875,0.324021,1.78E-24
0.2,15.8,-1.57877,0.030782,0.324335,1.87E-16
0.2,15.9,0.415699,0.014884,0.165916,7.29E-17
0.2,16,0.413716,0.014857,0.166401,1.01E-16
0.2,16.1,0.41174,0.01483,0.166884,1.38E-16
0.2,16.2,0.409771,0.014804,0.167365,1.89E-16
0.2,16.3,0.407807,0.014778,0.167843,2.58E-16
0.2,16.4,0.40585,0.014751,0.16832,3.50E-16
0.2,16.5,0.4039,0.014725,0.168795,4.73E-16
0.2,16.6,0.401955,0.0147,0.169268,5.99E-28
0.2,16.7,0.400016,0.014674,0.169738,1.19E-18
0.2,16.8,0.398084,0.014649,0.170208,4.75E-23
0.2,16.9,-1.578,0.029811,0.32768,3.07E-21
0.2,17,0.394236,0.014598,0.17114,1.66E-28
0.2,17.1,0.392321,0.014574,0.171604,2.19E-17
0.2,17.2,0.390412,0.014549,0.172065,3.76E-15
0.2,17.3,0.388509,0.014525,0.172525,1.87E-26
0.2,17.4,0.386611,0.0145,0.172983,5.99E-17
0.2,17.5,0.384719,0.014476,0.17344,1.37E-28
0.2,17.6,0.382832,0.014452,0.173894,1.21E-24
0.2,17.7,0.380951,0.014428,0.174347,4.99E-24
0.2,17.8,0.379075,0.014405,0.174798,1.94E-23
0.2,17.9,0.377204,0.014381,0.175248,5.98E-16
0.2,18,0.375339,0.014358,0.175696,1.59E-23
0.2,18.1,0.37348,0.014335,0.176142,2.75E-16
0.2,18.2,0.371625,0.014312,0.176586,2.84E-24
0.2,18.3,0.369776,0.014289,0.177029,3.83E-23
0.2,18.4,0.367932,0.014266,0.177471,2.06E-25
0.2,18.5,0.366092,0.014244,0.17791,9.11E-24
0.2,18.6,0.364258,0.014221,0.178348,1.13E-22
0.2,18.7,0.362429,0.014199,0.178785,2.99E-20
0.2,18.8,0.360605,0.014177,0.17922,4.03E-16
0.2,18.9,0.358786,0.014155,0.179653,1.08E-25
0.2,19,0.356971,0.014133,0.180085,2.87E-17
0.2,19.1,0.355162,0.014112,0.180516,1.89E-15
0.2,19.2,0.353357,0.01409,0.180945,9.35E-17
0.2,19.3,0.351557,0.014069,0.181372,3.80E-20
0.2,19.4,0.349761,0.014048,0.181798,2.83E-26
0.2,19.5,0.34797,0.014026,0.182222,4.95E-26
0.2,19.6,0.346184,0.014005,0.182645,6.16E-26
0.2,19.7,0.344403,0.013985,0.183067,2.53E-21
0.2,19.8,0.342625,0.013964,0.183487,2.04E-21
0.2,19.9,0.340853,0.013943,0.183906,2.88E-16
0.2,20,0.339085,0.013923,0.184323,9.39E-16
0.3,-1.1,1.341954,0.104844,-0.13035,0.000961
0.3,-1,1.310645,0.104252,-0.12278,2.52E-08
0.3,-0.9,1.225881,0.085256,-0.0851,1.29E-15
0.3,-0.8,1.183625,0.076641,-0.06783,1.60E-16
0.3,-0.7,1.150288,0.070563,-0.05479,4.30E-14
0.3,-0.6,1.122515,0.065985,-0.04427,2.19E-13
0.3,-0.5,1.0987,0.062395,-0.03547,7.75E-17
0.3,-0.4,1.077843,0.059488,-0.02791,1.42E-20
0.3,-0.3,1.059269,0.057073,-0.0213,1.48E-24
0.3,-0.2,1.042503,0.055025,-0.01542,2.08E-19
0.3,-0.1,1.027198,0.053258,-0.01012,1.73E-22
0.3,0,1.0131,0.051711,-0.00529,4.88E-22
0.3,0.1,1.000011,0.050341,-0.00085,4.20E-19
0.3,0.2,-1.47086,0.109777,0.20833,3.14E-18
0.3,0.3,-1.47517,0.108655,0.210993,4.46E-23
0.3,0.4,-1.47919,0.107537,0.213511,7.24E-17
0.3,0.5,0.955152,0.046084,0.014043,7.55E-19
0.3,0.6,0.945363,0.045237,0.017232,9.28E-19
0.3,0.7,0.936018,0.044454,0.020256,1.99E-20
0.3,0.8,0.927072,0.043727,0.023135,9.63E-18
0.3,0.9,0.918486,0.043048,0.025881,3.01E-19
0.3,1,0.910226,0.042413,0.028509,4.55E-19
0.3,1.1,0.902264,0.041817,0.031029,1.68E-21
0.3,1.2,0.894575,0.041255,0.033451,1.06E-13
0.3,1.3,0.887136,0.040724,0.035783,2.97E-13
0.3,1.4,0.879929,0.040222,0.038032,3.19E-14
0.3,1.5,0.872936,0.039745,0.040205,9.45E-23
0.3,1.6,0.866143,0.039292,0.042307,2.62E-13
0.3,1.7,0.859534,0.03886,0.044343,3.33E-13
0.3,1.8,0.853099,0.038448,0.046318,5.53E-25
0.3,1.9,0.846827,0.038054,0.048236,4.43E-20
0.3,2,0.840707,0.037677,0.050101,1.14E-20
0.3,2.1,-1.52284,0.091104,0.243583,4.03E-25
0.3,2.2,-1.52452,0.090306,0.244894,7.11E-15
0.3,2.3,-1.52615,0.089524,0.246172,1.00E-16
0.3,2.4,-1.52772,0.08876,0.24742,5.89E-18
0.3,2.5,-1.52923,0.088011,0.248637,6.41E-21
0.3,2.6,0.806733,0.035705,0.060332,1.00E-13
0.3,2.7,0.801466,0.035416,0.061901,7.71E-23
0.3,2.8,0.796297,0.035138,0.063435,5.83E-21
0.3,2.9,0.791222,0.034868,0.064938,4.11E-19
0.3,3,0.786237,0.034607,0.06641,2.30E-18
0.3,3.1,0.781337,0.034354,0.067852,5.04E-17
0.3,3.2,0.776519,0.034109,0.069267,3.93E-17
0.3,3.3,0.771779,0.033871,0.070655,2.55E-15
0.3,3.4,0.767114,0.03364,0.072018,1.84E-15
0.3,3.5,0.762521,0.033416,0.073356,9.56E-16
0.3,3.6,0.757997,0.033198,0.074671,3.81E-16
0.3,3.7,0.75354,0.032985,0.075963,4.65E-26
0.3,3.8,0.749146,0.032779,0.077234,1.81E-21
0.3,3.9,0.744815,0.032577,0.078483,2.85E-22
0.3,4,0.740543,0.032381,0.079713,4.22E-23
0.3,4.1,0.736328,0.03219,0.080924,1.28E-23
0.3,4.2,0.732168,0.032003,0.082116,1.05E-23
0.3,4.3,0.728062,0.031821,0.08329,8.36E-24
0.3,4.4,0.724008,0.031643,0.084447,6.88E-16
0.3,4.5,0.720003,0.03147,0.085587,8.16E-16
0.3,4.6,0.716047,0.0313,0.086711,9.69E-16
0.3,4.7,0.712138,0.031134,0.087819,1.15E-15
0.3,4.8,0.708274,0.030972,0.088913,1.36E-15
0.3,4.9,0.704454,0.030813,0.089992,1.61E-15
0.3,5,0.700676,0.030658,0.091056,1.20E-16
0.3,5.1,0.69694,0.030506,0.092107,1.67E-16
0.3,5.2,0.693244,0.030357,0.093144,2.31E-16
0.3,5.3,0.689588,0.030211,0.094169,3.19E-16
0.3,5.4,0.685969,0.030067,0.095181,4.41E-16
0.3,5.5,0.682387,0.029927,0.096181,6.07E-16
0.3,5.6,0.678841,0.02979,0.097169,2.72E-15
0.3,5.7,0.67533,0.029655,0.098145,1.22E-15
0.3,5.8,0.671853,0.029522,0.099111,5.36E-16
0.3,5.9,0.668409,0.029392,0.100065,1.18E-23
0.3,6,0.664997,0.029265,0.101009,6.22E-15
0.3,6.1,0.661617,0.02914,0.101942,9.07E-22
0.3,6.2,0.658267,0.029016,0.102866,1.17E-22
0.3,6.3,0.654948,0.028896,0.103779,9.36E-24
0.3,6.4,0.651658,0.028777,0.104684,1.31E-23
0.3,6.5,0.648396,0.02866,0.105578,1.90E-28
0.3,6.6,0.645162,0.028545,0.106464,5.48E-29
0.3,6.7,0.641955,0.028432,0.107341,5.55E-15
0.3,6.8,0.638775,0.028321,0.108209,8.76E-15
0.3,6.9,0.63562,0.028212,0.109068,1.62E-24
0.3,7,0.632492,0.028104,0.10992,4.25E-20
0.3,7.1,0.629388,0.027999,0.110763,5.25E-20
0.3,7.2,0.626308,0.027894,0.111598,6.35E-20
0.3,7.3,0.623252,0.027792,0.112426,7.53E-20
0.3,7.4,0.620219,0.027691,0.113246,8.75E-20
0.3,7.5,-1.5675,0.063746,0.288936,6.58E-29
0.3,7.6,-1.56785,0.063427,0.289505,5.44E-19
0.3,7.7,-1.5682,0.063113,0.290069,2.15E-22
0.3,7.8,-1.56854,0.062803,0.290627,2.83E-20
0.3,7.9,0.605388,0.027208,0.117239,1.28E-17
0.3,8,0.602485,0.027115,0.118017,1.82E-17
0.3,8.1,0.599602,0.027024,0.118789,2.47E-17
0.3,8.2,0.596739,0.026934,0.119554,3.21E-17
0.3,8.3,0.593896,0.026846,0.120313,4.02E-17
0.3,8.4,0.591071,0.026758,0.121066,1.07E-26
0.3,8.5,0.588265,0.026672,0.121812,2.22E-26
0.3,8.6,0.585477,0.026587,0.122553,9.36E-26
0.3,8.7,-1.57118,0.060181,0.29542,1.49E-16
0.3,8.8,-1.57144,0.059907,0.295929,4.15E-22
0.3,8.9,-1.57169,0.059637,0.296433,1.76E-24
0.3,9,-1.57193,0.059369,0.296934,1.76E-20
0.3,9.1,-1.57216,0.059105,0.297429,7.37E-22
0.3,9.2,-1.57239,0.058844,0.297921,8.66E-23
0.3,9.3,0.56645,0.026021,0.127583,1.01E-20
0.3,9.4,0.563797,0.025945,0.128281,1.00E-20
0.3,9.5,0.56116,0.025869,0.128973,6.89E-21
0.3,9.6,0.558539,0.025794,0.129661,3.66E-21
0.3,9.7,1.57343,0.057581,-0.30032,1.24E-23
0.3,9.8,1.573619,0.057337,-0.30079,2.81E-19
0.3,9.9,1.573803,0.057095,-0.30125,1.10E-18
0.3,10,1.573981,0.056857,-0.30171,6.90E-26
0.3,10.1,1.574153,0.05662,-0.30217,2.90E-24
0.3,10.2,1.574319,0.056387,-0.30262,4.05E-26
0.3,10.3,-1.57448,0.056156,0.303071,4.98E-18
0.3,10.4,-1.57464,0.055927,0.303517,4.03E-26
0.3,10.5,-1.57479,0.055701,0.303961,1.27E-15
0.3,10.6,-1.57493,0.055477,0.3044,2.88E-19
0.3,10.7,0.530645,0.025025,0.136923,2.91E-18
0.3,10.8,0.528189,0.02496,0.137558,4.09E-28
0.3,10.9,0.525746,0.024896,0.138188,4.35E-28
0.3,11,0.523314,0.024832,0.138815,5.49E-18
0.3,11.1,0.520896,0.024769,0.139438,5.31E-17
0.3,11.2,0.518489,0.024706,0.140057,1.80E-16
0.3,11.3,0.516093,0.024644,0.140673,2.89E-16
0.3,11.4,0.51371,0.024583,0.141284,2.01E-17
0.3,11.5,0.511337,0.024523,0.141892,2.68E-17
0.3,11.6,0.508976,0.024463,0.142497,3.52E-17
0.3,11.7,0.506626,0.024403,0.143098,4.60E-17
0.3,11.8,0.504287,0.024345,0.143695,5.96E-17
0.3,11.9,0.501959,0.024287,0.14429,5.85E-19
0.3,12,0.499642,0.024229,0.14488,5.34E-23
0.3,12.1,0.497335,0.024172,0.145468,1.28E-20
0.3,12.2,0.495038,0.024116,0.146052,7.06E-17
0.3,12.3,0.492751,0.02406,0.146633,1.23E-20
0.3,12.4,-1.57674,0.05181,0.311804,3.05E-19
0.3,12.5,-1.5768,0.051625,0.312189,1.26E-16
0.3,12.6,-1.57686,0.051441,0.312572,3.36E-19
0.3,12.7,-1.57691,0.051259,0.312953,4.32E-16
0.3,12.8,-1.57696,0.051078,0.313331,5.43E-24
0.3,12.9,-1.577,0.050899,0.313707,2.37E-21
0.3,13,0.477021,0.023683,0.150612,2.55E-24
0.3,13.1,0.474811,0.023631,0.151168,9.02E-24
0.3,13.2,0.472611,0.02358,0.151722,8.77E-24
0.3,13.3,0.470419,0.023529,0.152273,2.76E-18
0.3,13.4,0.468237,0.023479,0.152821,1.90E-21
0.3,13.5,0.466063,0.023429,0.153366,5.82E-17
0.3,13.6,0.463898,0.023379,0.153909,3.27E-16
0.3,13.7,0.461741,0.02333,0.154448,1.45E-15
0.3,13.8,0.459593,0.023281,0.154986,8.05E-29
0.3,13.9,0.457453,0.023233,0.15552,6.12E-27
0.3,14,0.455321,0.023185,0.156052,1.17E-25
0.3,14.1,0.453198,0.023138,0.156582,8.10E-28
0.3,14.2,0.451082,0.023091,0.157108,1.71E-27
0.3,14.3,0.448975,0.023044,0.157633,3.36E-27
0.3,14.4,0.446875,0.022998,0.158155,6.53E-27
0.3,14.5,0.444783,0.022952,0.158674,3.81E-19
0.3,14.6,0.442699,0.022907,0.159191,1.94E-24
0.3,14.7,0.440622,0.022862,0.159706,1.21E-23
0.3,14.8,0.438553,0.022817,0.160218,6.08E-26
0.3,14.9,0.436491,0.022773,0.160728,1.80E-25
0.3,15,0.434437,0.022729,0.161235,9.97E-23
0.3,15.1,0.432389,0.022685,0.161741,1.13E-15
0.3,15.2,0.430349,0.022642,0.162244,1.39E-15
0.3,15.3,0.428316,0.022599,0.162745,1.71E-15
0.3,15.4,0.42629,0.022557,0.163243,2.08E-15
0.3,15.5,0.424271,0.022514,0.16374,2.73E-29
0.3,15.6,0.422259,0.022472,0.164234,1.07E-20
0.3,15.7,0.420253,0.022431,0.164726,2.72E-20
0.3,15.8,0.418255,0.02239,0.165216,2.21E-23
0.3,15.9,0.416262,0.022349,0.165704,1.80E-29
0.3,16,0.414277,0.022308,0.16619,9.78E-29
0.3,16.1,0.412298,0.022268,0.166674,1.85E-23
0.3,16.2,0.410325,0.022228,0.167156,2.55E-22
0.3,16.3,0.408359,0.022188,0.167636,5.06E-20
0.3,16.4,0.406399,0.022149,0.168113,4.93E-28
0.3,16.5,0.404445,0.02211,0.168589,9.21E-28
0.3,16.6,0.402498,0.022071,0.169063,1.47E-27
0.3,16.7,0.400556,0.022032,0.169535,2.25E-27
0.3,16.8,0.398621,0.021994,0.170006,3.82E-27
0.3,16.9,0.396691,0.021956,0.170474,6.85E-27
0.3,17,0.394767,0.021918,0.17094,6.37E-26
0.3,17.1,0.39285,0.021881,0.171405,6.79E-25
0.3,17.2,0.390938,0.021844,0.171867,2.70E-24
0.3,17.3,0.389032,0.021807,0.172328,1.43E-23
0.3,17.4,0.387131,0.02177,0.172788,9.09E-17
0.3,17.5,0.385236,0.021734,0.173245,4.78E-24
0.3,17.6,0.383347,0.021698,0.173701,7.73E-24
0.3,17.7,0.381463,0.021662,0.174154,1.15E-23
0.3,17.8,0.379585,0.021626,0.174607,1.57E-23
0.3,17.9,0.377712,0.021591,0.175057,1.02E-16
0.3,18,0.375844,0.021556,0.175506,6.65E-17
0.3,18.1,0.373982,0.021521,0.175953,3.29E-16
0.3,18.2,0.372125,0.021487,0.176398,5.13E-17
0.3,18.3,0.370273,0.021452,0.176842,1.28E-16
0.3,18.4,0.368426,0.021418,0.177284,9.56E-28
0.3,18.5,0.366585,0.021384,0.177725,1.20E-25
0.3,18.6,0.364748,0.02135,0.178164,1.59E-25
0.3,18.7,0.362917,0.021317,0.178601,2.09E-25
0.3,18.8,0.36109,0.021284,0.179037,2.77E-25
0.3,18.9,0.359269,0.021251,0.179472,3.71E-25
0.3,19,0.357452,0.021218,0.179904,2.55E-25
0.3,19.1,0.35564,0.021185,0.180336,4.03E-25
0.3,19.2,0.353833,0.021153,0.180765,7.39E-19
0.3,19.3,0.352031,0.021121,0.181194,2.62E-21
0.3,19.4,0.350233,0.021089,0.18162,1.42E-25
0.3,19.5,0.34844,0.021057,0.182046,8.54E-16
0.3,19.6,0.346652,0.021025,0.18247,3.93E-26
0.3,19.7,0.344868,0.020994,0.182892,6.13E-26
0.3,19.8,0.343089,0.020963,0.183313,9.53E-26
0.3,19.9,0.341314,0.020932,0.183733,1.49E-25
0.3,20,0.339544,0.020901,0.184151,2.30E-25
0.4,-0.9,1.295514,0.135646,-0.11867,2.18E-05
0.4,-0.8,1.219206,0.113593,-0.08476,5.48E-17
0.4,-0.7,1.177987,0.102126,-0.06745,3.89E-20
0.4,-0.6,1.145532,0.094071,-0.05448,1.02E-14
0.4,-0.5,1.118355,0.087988,-0.044,2.10E-19
0.4,-0.4,1.094941,0.083204,-0.03521,2.13E-13
0.4,-0.3,1.074367,0.079324,-0.02766,4.75E-16
0.4,-0.2,1.056001,0.076098,-0.02105,7.19E-19
0.4,-0.1,1.039395,0.07336,-0.01516,7.70E-22
0.4,0,-1.43347,0.151006,0.192722,6.78E-17
0.4,0.1,-1.43944,0.149779,0.196116,2.26E-19
0.4,0.2,-1.44499,0.148488,0.19929,2.29E-19
0.4,0.3,-1.45015,0.147154,0.202274,3.92E-23
0.4,0.4,-1.45499,0.145791,0.205092,1.11E-18
0.4,0.5,0.962856,0.062642,0.01095,1.81E-25
0.4,0.6,0.952622,0.061414,0.014327,1.20E-14
0.4,0.7,0.942882,0.060284,0.017518,9.75E-16
0.4,0.8,0.933582,0.059238,0.020544,7.40E-17
0.4,0.9,0.924677,0.058268,0.023423,5.27E-18
0.4,1,0.916129,0.057362,0.02617,2.25E-14
0.4,1.1,0.907905,0.056515,0.028799,3.79E-15
0.4,1.2,0.899976,0.055719,0.031319,6.24E-16
0.4,1.3,0.892318,0.05497,0.033741,1.01E-16
0.4,1.4,0.884909,0.054262,0.036073,3.16E-24
0.4,1.5,0.87773,0.053592,0.038322,1.72E-25
0.4,1.6,0.870764,0.052957,0.040494,8.87E-27
0.4,1.7,0.863995,0.052352,0.042596,9.26E-15
0.4,1.8,0.857411,0.051777,0.044631,4.12E-26
0.4,1.9,0.850999,0.051228,0.046606,3.72E-27
0.4,2,0.844749,0.050702,0.048523,8.46E-15
0.4,2.1,0.83865,0.0502,0.050387,2.53E-15
0.4,2.2,0.832693,0.049718,0.052201,7.47E-16
0.4,2.3,0.826871,0.049255,0.053967,2.18E-16
0.4,2.4,0.821176,0.04881,0.05569,1.36E-15
0.4,2.5,0.815601,0.048382,0.05737,3.16E-16
0.4,2.6,0.810139,0.04797,0.05901,7.07E-17
0.4,2.7,0.804786,0.047572,0.060613,1.52E-17
0.4,2.8,0.799535,0.047188,0.062181,3.14E-18
0.4,2.9,-1.52234,0.115656,0.248946,8.36E-19
0.4,3,-1.52388,0.114714,0.250127,1.46E-25
0.4,3.1,-1.52537,0.113792,0.251283,5.17E-17
0.4,3.2,-1.52681,0.112887,0.252415,4.46E-24
0.4,3.3,-1.52821,0.112,0.253523,2.14E-22
0.4,3.4,0.769935,0.045129,0.070929,5.85E-21
0.4,3.5,0.765283,0.044822,0.07229,9.19E-21
0.4,3.6,0.760703,0.044523,0.073627,1.43E-20
0.4,3.7,0.756191,0.044232,0.074941,2.22E-20
0.4,3.8,0.751746,0.043949,0.076232,3.41E-20
0.4,3.9,0.747365,0.043674,0.077502,5.22E-20
0.4,4,1.536843,0.106245,-0.2607,2.15E-19
0.4,4.1,1.537934,0.105483,-0.26165,2.76E-27
0.4,4.2,1.538993,0.104735,-0.26259,6.02E-21
0.4,4.3,1.540022,0.104,-0.26351,2.18E-16
0.4,4.4,0.726335,0.042399,0.083553,1.05E-20
0.4,4.5,0.72229,0.042162,0.084709,1.36E-20
0.4,4.6,0.718296,0.041931,0.085848,1.90E-20
0.4,4.7,0.714349,0.041705,0.086971,2.72E-20
0.4,4.8,0.710449,0.041484,0.088079,3.93E-20
0.4,4.9,1.545616,0.099855,-0.26872,1.81E-19
0.4,5,1.546461,0.099205,-0.26954,3.55E-16
0.4,5.1,1.547283,0.098565,-0.27035,1.59E-25
0.4,5.2,1.548082,0.097937,-0.27115,2.09E-28
0.4,5.3,1.548861,0.097319,-0.27194,2.37E-20
0.4,5.4,-1.54962,0.09671,0.272715,2.08E-13
0.4,5.5,-1.55036,0.096112,0.27348,4.07E-24
0.4,5.6,-1.55107,0.095523,0.274235,1.55E-26
0.4,5.7,-1.55177,0.094944,0.27498,1.43E-18
0.4,5.8,-1.55246,0.094373,0.275715,3.52E-26
0.4,5.9,0.670256,0.039338,0.099359,1.21E-14
