Skew,Kurtosis,b,c,d,_RHS_
1.3,11.5,0.53694,0.111692,0.132018,1.97E-22
1.3,11.6,0.534371,0.111366,0.132705,1.95E-16
1.3,11.7,0.531816,0.111044,0.133388,7.59E-19
1.3,11.8,0.529275,0.110726,0.134065,2.83E-15
1.3,11.9,0.526749,0.110412,0.134738,1.54E-19
1.3,12,0.524236,0.110102,0.135406,1.78E-19
1.3,12.1,0.521737,0.109795,0.13607,7.86E-16
1.3,12.2,0.519251,0.109492,0.136729,2.74E-21
1.3,12.3,0.516779,0.109193,0.137383,1.79E-20
1.3,12.4,0.514319,0.108897,0.138034,7.68E-20
1.3,12.5,0.511873,0.108604,0.138679,2.54E-19
1.3,12.6,0.509439,0.108315,0.139321,7.02E-19
1.3,12.7,0.507017,0.108029,0.139958,1.69E-18
1.3,12.8,-1.46612,0.261521,0.278132,2.51E-17
1.3,12.9,-1.46747,0.260202,0.278892,1.25E-25
1.3,13,-1.4688,0.258899,0.279643,1.63E-16
1.3,13.1,-1.4701,0.257613,0.280385,5.09E-19
1.3,13.2,-1.47138,0.256341,0.281118,2.29E-18
1.3,13.3,-1.47263,0.255085,0.281843,1.07E-22
1.3,13.4,-1.47385,0.253845,0.282559,6.66E-21
1.3,13.5,-1.47504,0.252619,0.283267,2.59E-17
1.3,13.6,0.485751,0.105591,0.145518,2.55E-27
1.3,13.7,0.483444,0.105334,0.146117,1.16E-21
1.3,13.8,0.481147,0.10508,0.146713,1.64E-21
1.3,13.9,0.478861,0.104828,0.147305,2.29E-21
1.3,14,0.476585,0.104579,0.147894,5.36E-21
1.3,14.1,0.474319,0.104333,0.148479,1.11E-19
1.3,14.2,0.472063,0.104089,0.149061,2.66E-17
1.3,14.3,0.469817,0.103847,0.14964,1.88E-26
1.3,14.4,0.467581,0.103608,0.150216,7.43E-22
1.3,14.5,0.465354,0.103371,0.150788,1.81E-24
1.3,14.6,-1.48665,0.240062,0.290558,9.47E-29
1.3,14.7,0.460929,0.102904,0.151923,4.09E-23
1.3,14.8,0.45873,0.102674,0.152487,4.90E-24
1.3,14.9,0.45654,0.102446,0.153047,3.98E-16
1.3,15,0.45436,0.10222,0.153604,3.56E-24
1.3,15.1,-1.4911,0.234866,0.293599,3.60E-27
1.3,15.2,-1.49194,0.233861,0.294188,2.42E-15
1.3,15.3,-1.49276,0.232868,0.294772,2.76E-15
1.3,15.4,-1.49356,0.231886,0.29535,1.46E-19
1.3,15.5,-1.49434,0.230915,0.295923,4.31E-19
1.3,15.6,0.441458,0.100909,0.156886,8.24E-22
1.3,15.7,0.439337,0.100697,0.157423,4.46E-28
1.3,15.8,0.437225,0.100487,0.157958,7.01E-23
1.3,15.9,0.43512,0.100279,0.15849,2.59E-25
1.3,16,0.433023,0.100073,0.159019,8.29E-16
1.3,16.1,0.430934,0.099868,0.159546,1.69E-16
1.3,16.2,0.428853,0.099666,0.16007,4.08E-17
1.3,16.3,0.42678,0.099465,0.160592,3.54E-17
1.3,16.4,0.424714,0.099266,0.161111,2.53E-16
1.3,16.5,0.422655,0.099068,0.161628,3.05E-17
1.3,16.6,0.420604,0.098872,0.162143,4.53E-17
1.3,16.7,0.41856,0.098678,0.162655,4.78E-17
1.3,16.8,0.416524,0.098486,0.163164,3.73E-17
1.3,16.9,0.414494,0.098295,0.163671,1.36E-20
1.3,17,0.412472,0.098105,0.164176,8.04E-21
1.3,17.1,0.410457,0.097918,0.164679,4.44E-21
1.3,17.2,0.408448,0.097731,0.165179,2.29E-21
1.3,17.3,0.406446,0.097546,0.165678,3.33E-21
1.3,17.4,0.404452,0.097363,0.166174,1.56E-21
1.3,17.5,0.402463,0.097181,0.166667,2.24E-21
1.3,17.6,0.400482,0.097001,0.167159,4.62E-21
1.3,17.7,0.398507,0.096822,0.167648,5.48E-21
1.3,17.8,0.396538,0.096644,0.168136,6.27E-21
1.3,17.9,0.394576,0.096468,0.168621,6.90E-21
1.3,18,0.39262,0.096293,0.169104,3.02E-26
1.3,18.1,-1.5099,0.208953,0.3091,1.60E-17
1.3,18.2,-1.51034,0.208217,0.30955,3.34E-19
1.3,18.3,-1.51077,0.207488,0.309998,2.17E-22
1.3,18.4,-1.5112,0.206766,0.310441,6.68E-17
1.3,18.5,0.382933,0.095439,0.17149,3.91E-26
1.3,18.6,0.381013,0.095272,0.171961,6.59E-26
1.3,18.7,0.3791,0.095107,0.17243,1.11E-25
1.3,18.8,0.377192,0.094942,0.172898,1.84E-25
1.3,18.9,0.37529,0.094779,0.173363,7.63E-18
1.3,19,0.373394,0.094617,0.173827,1.94E-16
1.3,19.1,0.371503,0.094456,0.174289,9.62E-29
1.3,19.2,0.369618,0.094296,0.174749,1.34E-22
1.3,19.3,0.367739,0.094137,0.175207,7.52E-26
1.3,19.4,0.365865,0.09398,0.175663,1.40E-22
1.3,19.5,0.363996,0.093824,0.176118,5.26E-22
1.3,19.6,0.362133,0.093669,0.176571,1.85E-21
1.3,19.7,0.360275,0.093514,0.177022,6.13E-21
1.3,19.8,0.358423,0.093361,0.177471,8.50E-17
1.3,19.9,0.356575,0.093209,0.177919,5.48E-25
1.3,20,0.354733,0.093059,0.178365,7.77E-27
1.4,1.8,1.050592,0.378064,-0.07297,0.000584
1.4,1.9,1.039335,0.380765,-0.07142,1.19E-05
1.4,2,1.02179,0.338576,-0.05093,2.39E-20
1.4,2.1,1.008745,0.31441,-0.03942,1.57E-21
1.4,2.2,0.995783,0.295864,-0.03018,6.31E-15
1.4,2.3,0.982888,0.280718,-0.02223,3.97E-18
1.4,2.4,1.064745,0.438796,-0.1092,5.20E-22
1.4,2.5,1.068691,0.4416,-0.1127,1.12E-22
1.4,2.6,1.072633,0.443784,-0.1159,5.54E-17
1.4,2.7,1.076583,0.445489,-0.11889,3.20E-15
1.4,2.8,1.08055,0.446811,-0.1217,1.00E-16
1.4,2.9,1.084537,0.447817,-0.12438,1.30E-22
1.4,3,-1.08855,0.44856,0.126929,2.99E-22
1.4,3.1,-1.09258,0.449076,0.129382,1.35E-15
1.4,3.2,-1.09663,0.449396,0.13175,6.85E-17
1.4,3.3,-1.10071,0.449544,0.134043,6.86E-20
1.4,3.4,0.870327,0.204066,0.028209,1.39E-22
1.4,3.5,0.862502,0.20057,0.03113,5.11E-24
1.4,3.6,0.854953,0.197328,0.033907,2.06E-20
1.4,3.7,-1.11722,0.448759,0.142634,3.40E-18
1.4,3.8,0.840602,0.191489,0.039086,3.41E-20
1.4,3.9,0.833762,0.188843,0.041512,1.09E-21
1.4,4,0.827123,0.186355,0.043842,6.99E-22
1.4,4.1,0.820673,0.184008,0.046084,3.87E-24
1.4,4.2,0.814398,0.181788,0.048246,1.18E-23
1.4,4.3,0.808286,0.179684,0.050333,2.71E-14
1.4,4.4,0.802327,0.177684,0.052351,3.98E-20
1.4,4.5,0.796512,0.175781,0.054306,3.27E-21
1.4,4.6,0.790833,0.173966,0.056202,2.48E-22
1.4,4.7,0.78528,0.172232,0.058042,1.73E-23
1.4,4.8,0.779848,0.170572,0.05983,1.11E-24
1.4,4.9,1.168196,0.438019,-0.16513,3.24E-15
1.4,5,1.172504,0.436737,-0.16687,4.61E-26
1.4,5.1,1.176816,0.435409,-0.16859,1.76E-22
1.4,5.2,1.181132,0.434037,-0.1703,7.24E-18
1.4,5.3,1.18545,0.432622,-0.172,3.03E-26
1.4,5.4,0.749451,0.161906,0.06964,1.67E-18
1.4,5.5,0.744704,0.16064,0.071144,1.89E-19
1.4,5.6,0.740037,0.159417,0.072615,1.91E-20
1.4,5.7,0.735447,0.158234,0.074055,1.72E-21
1.4,5.8,0.73093,0.157089,0.075466,1.37E-22
1.4,5.9,0.726484,0.155979,0.076849,9.43E-24
1.4,6,0.722105,0.154903,0.078205,2.60E-18
1.4,6.1,0.717791,0.153859,0.079536,1.25E-26
1.4,6.2,0.713539,0.152846,0.080842,1.02E-21
1.4,6.3,0.709348,0.151861,0.082126,2.64E-16
1.4,6.4,0.705213,0.150903,0.083386,4.88E-23
1.4,6.5,0.701135,0.149971,0.084626,1.62E-18
1.4,6.6,0.69711,0.149064,0.085845,2.43E-18
1.4,6.7,0.693136,0.14818,0.087044,3.59E-18
1.4,6.8,0.689213,0.147319,0.088224,5.23E-18
1.4,6.9,0.685338,0.14648,0.089385,7.55E-18
1.4,7,0.681509,0.14566,0.090529,1.06E-19
1.4,7.1,0.677726,0.144861,0.091656,1.08E-19
1.4,7.2,0.673986,0.14408,0.092766,1.10E-19
1.4,7.3,0.670289,0.143317,0.093861,1.12E-19
1.4,7.4,0.666633,0.142572,0.09494,1.13E-19
1.4,7.5,1.278862,0.393582,-0.20679,4.72E-16
1.4,7.6,1.282921,0.391555,-0.20827,5.17E-22
1.4,7.7,1.286954,0.389515,-0.20974,2.71E-22
1.4,7.8,0.652394,0.139749,0.099114,6.36E-24
1.4,7.9,0.648926,0.139081,0.100124,1.18E-24
1.4,8,0.645492,0.138426,0.101121,2.08E-25
1.4,8.1,0.642091,0.137784,0.102106,9.58E-18
1.4,8.2,0.638723,0.137154,0.103079,4.44E-24
1.4,8.3,0.635387,0.136537,0.10404,3.52E-16
1.4,8.4,0.632082,0.135932,0.10499,2.85E-17
1.4,8.5,0.628807,0.135338,0.105929,4.85E-16
1.4,8.6,0.625561,0.134756,0.106858,2.98E-19
1.4,8.7,0.622344,0.134184,0.107776,5.06E-19
1.4,8.8,0.619155,0.133622,0.108684,2.87E-16
1.4,8.9,0.615993,0.13307,0.109583,2.15E-27
1.4,9,0.612857,0.132528,0.110471,8.96E-22
1.4,9.1,0.609748,0.131996,0.111351,3.77E-24
1.4,9.2,0.606664,0.131472,0.112221,6.97E-17
1.4,9.3,0.603605,0.130958,0.113083,8.61E-17
1.4,9.4,0.60057,0.130452,0.113936,1.06E-16
1.4,9.5,0.597558,0.129954,0.114781,1.31E-16
1.4,9.6,0.59457,0.129464,0.115617,1.61E-16
1.4,9.7,0.591605,0.128982,0.116445,1.52E-27
1.4,9.8,0.588661,0.128508,0.117266,1.13E-15
1.4,9.9,0.58574,0.128041,0.118079,4.32E-18
1.4,10,0.58284,0.127582,0.118884,2.41E-19
1.4,10.1,0.57996,0.127129,0.119682,3.60E-22
1.4,10.2,0.577101,0.126683,0.120473,1.35E-15
1.4,10.3,0.574262,0.126244,0.121257,1.35E-18
1.4,10.4,0.571442,0.125811,0.122034,3.90E-18
1.4,10.5,0.568642,0.125385,0.122804,2.65E-21
1.4,10.6,0.56586,0.124965,0.123568,2.34E-27
1.4,10.7,0.563097,0.12455,0.124325,1.12E-21
1.4,10.8,0.560352,0.124142,0.125076,6.88E-22
1.4,10.9,0.557625,0.123739,0.125821,5.29E-18
1.4,11,0.554915,0.123342,0.12656,7.70E-18
1.4,11.1,0.552222,0.12295,0.127293,1.11E-17
1.4,11.2,0.549547,0.122563,0.12802,1.59E-17
1.4,11.3,0.546887,0.122182,0.128741,2.25E-17
1.4,11.4,0.544244,0.121806,0.129457,1.31E-17
1.4,11.5,0.541617,0.121434,0.130168,2.01E-17
1.4,11.6,0.539005,0.121067,0.130872,3.04E-17
1.4,11.7,0.536409,0.120705,0.131572,4.57E-17
1.4,11.8,0.533827,0.120348,0.132266,6.83E-17
1.4,11.9,0.531261,0.119995,0.132956,1.80E-19
1.4,12,0.528709,0.119647,0.13364,1.31E-19
1.4,12.1,0.526172,0.119302,0.13432,8.93E-20
1.4,12.2,0.523648,0.118962,0.134994,5.64E-20
1.4,12.3,0.521139,0.118626,0.135664,3.26E-20
1.4,12.4,0.518643,0.118294,0.136329,2.17E-22
1.4,12.5,0.51616,0.117967,0.13699,1.16E-20
1.4,12.6,0.513691,0.117642,0.137646,5.34E-28
1.4,12.7,0.511235,0.117322,0.138298,4.55E-17
1.4,12.8,0.508791,0.117005,0.138945,9.32E-19
1.4,12.9,0.506361,0.116692,0.139588,8.36E-23
1.4,13,0.503942,0.116383,0.140227,3.86E-21
1.4,13.1,0.501536,0.116077,0.140862,2.05E-20
1.4,13.2,-1.44375,0.285139,0.273195,4.39E-20
1.4,13.3,-1.44539,0.283669,0.274018,3.08E-19
1.4,13.4,-1.447,0.282216,0.274832,2.16E-19
1.4,13.5,-1.44858,0.280781,0.275636,2.34E-16
1.4,13.6,-1.45012,0.279362,0.27643,2.59E-26
1.4,13.7,-1.45163,0.27796,0.277215,1.84E-16
1.4,13.8,-1.45312,0.276575,0.277991,4.03E-19
1.4,13.9,1.454568,0.275206,-0.27876,4.40E-20
1.4,14,1.455989,0.273853,-0.27952,2.53E-28
1.4,14.1,1.457381,0.272516,-0.28026,1.89E-25
1.4,14.2,1.458745,0.271195,-0.281,2.20E-26
1.4,14.3,1.46008,0.26989,-0.28174,1.43E-20
1.4,14.4,1.461388,0.2686,-0.28246,2.51E-24
1.4,14.5,0.469036,0.112123,0.149347,3.18E-19
1.4,14.6,0.466793,0.111862,0.149927,4.87E-19
1.4,14.7,0.464559,0.111603,0.150503,7.38E-19
1.4,14.8,0.462336,0.111347,0.151076,1.11E-18
1.4,14.9,0.460121,0.111094,0.151646,1.66E-18
1.4,15,0.457917,0.110843,0.152213,2.46E-18
1.4,15.1,0.455721,0.110594,0.152777,4.99E-21
1.4,15.2,0.453534,0.110348,0.153338,7.75E-21
1.4,15.3,0.451357,0.110104,0.153896,1.22E-20
1.4,15.4,0.449188,0.109862,0.154451,1.93E-20
1.4,15.5,0.447028,0.109623,0.155003,3.07E-20
1.4,15.6,0.444876,0.109386,0.155552,4.91E-20
1.4,15.7,-1.47615,0.253129,0.291167,1.24E-17
1.4,15.8,-1.47713,0.252032,0.291787,5.06E-24
1.4,15.9,-1.47809,0.250947,0.292402,1.47E-19
1.4,16,-1.47903,0.249874,0.29301,9.07E-20
1.4,16.1,-1.47995,0.248813,0.293612,4.56E-20
1.4,16.2,-1.48085,0.247764,0.294208,4.32E-22
1.4,16.3,0.430049,0.107785,0.159318,6.38E-28
1.4,16.4,0.427963,0.107564,0.159846,2.23E-27
1.4,16.5,0.425885,0.107345,0.16037,7.19E-27
1.4,16.6,0.423814,0.107128,0.160893,2.25E-26
1.4,16.7,0.421751,0.106913,0.161412,6.78E-26
1.4,16.8,0.419696,0.1067,0.16193,1.96E-25
1.4,16.9,-1.48668,0.240732,0.298219,4.34E-23
1.4,17,-1.48744,0.23977,0.29877,2.72E-25
1.4,17.1,0.413572,0.106071,0.163467,2.18E-20
1.4,17.2,-1.48893,0.237876,0.299856,2.27E-16
1.4,17.3,-1.48965,0.236944,0.300392,1.82E-16
1.4,17.4,-1.49036,0.236022,0.300923,9.71E-27
1.4,17.5,0.405508,0.105257,0.165484,9.61E-19
1.4,17.6,0.403509,0.105058,0.165983,2.62E-18
1.4,17.7,0.401516,0.10486,0.166479,6.66E-18
1.4,17.8,0.399531,0.104664,0.166973,1.59E-17
1.4,17.9,0.397552,0.104469,0.167465,3.61E-17
1.4,18,0.395579,0.104276,0.167955,7.79E-17
1.4,18.1,0.393613,0.104084,0.168443,1.37E-15
1.4,18.2,0.391654,0.103894,0.168928,2.20E-29
1.4,18.3,0.3897,0.103706,0.169412,6.97E-29
1.4,18.4,0.387753,0.103518,0.169893,2.83E-28
1.4,18.5,0.385812,0.103333,0.170373,7.25E-28
1.4,18.6,0.383877,0.103148,0.17085,2.03E-27
1.4,18.7,0.381949,0.102966,0.171325,2.95E-22
1.4,18.8,0.380026,0.102784,0.171799,2.75E-22
1.4,18.9,0.378109,0.102604,0.17227,2.62E-22
1.4,19,0.376198,0.102425,0.17274,2.50E-20
1.4,19.1,0.374293,0.102248,0.173208,9.35E-21
1.4,19.2,0.372393,0.102072,0.173673,1.77E-21
1.4,19.3,-1.50133,0.220149,0.310174,1.05E-18
1.4,19.4,-1.50179,0.219392,0.310622,6.20E-16
1.4,19.5,-1.50225,0.218641,0.311066,6.86E-19
1.4,19.6,-1.50269,0.217898,0.311506,6.70E-28
1.4,19.7,-1.50313,0.217161,0.311943,2.78E-18
1.4,19.8,-1.50356,0.216431,0.312377,3.55E-22
1.4,19.9,0.359253,0.100874,0.176883,4.48E-18
1.4,20,0.357397,0.100708,0.177334,2.99E-25
1.5,2.3,-1.01462,0.399843,0.06791,0.00019
1.5,2.4,-1.01061,0.421929,0.076842,7.86E-20
1.5,2.5,-1.01454,0.439524,0.086882,1.80E-15
1.5,2.6,-1.01779,0.448425,0.092962,7.74E-20
1.5,2.7,-1.02101,0.454385,0.097718,9.76E-14
1.5,2.8,0.958694,0.291102,-0.01607,1.39E-19
1.5,2.9,0.947309,0.278805,-0.00954,1.11E-14
1.5,3,0.93621,0.268319,-0.00368,9.57E-19
1.5,3.1,0.925499,0.259274,0.001615,2.06E-18
1.5,3.2,0.915216,0.251388,0.00644,2.00E-15
1.5,3.3,0.905368,0.24444,0.010868,4.88E-13
1.5,3.4,0.89594,0.238263,0.014956,4.22E-17
1.5,3.5,0.886909,0.232722,0.018754,1.06E-18
1.5,3.6,0.878246,0.227714,0.022301,2.33E-20
1.5,3.7,0.869926,0.223158,0.02563,4.38E-22
1.5,3.8,0.861922,0.218986,0.028767,6.87E-24
1.5,3.9,0.854208,0.215146,0.031734,8.88E-26
1.5,4,0.846763,0.211594,0.034551,1.40E-20
1.5,4.1,0.839566,0.208294,0.037234,6.16E-22
1.5,4.2,0.832598,0.205215,0.039795,2.44E-23
1.5,4.3,0.825843,0.202333,0.042246,8.68E-25
1.5,4.4,0.819285,0.199627,0.044599,2.78E-26
1.5,4.5,0.812912,0.197077,0.04686,6.09E-15
1.5,4.6,0.806709,0.194668,0.049038,1.01E-15
1.5,4.7,0.800667,0.192388,0.05114,2.12E-18
1.5,4.8,0.794776,0.190223,0.053171,7.26E-19
1.5,4.9,0.789025,0.188165,0.055137,3.20E-20
1.5,5,0.783408,0.186203,0.057042,1.06E-21
1.5,5.1,0.777915,0.18433,0.058891,2.79E-22
1.5,5.2,0.772541,0.182539,0.060686,3.78E-25
1.5,5.3,0.767279,0.180824,0.062433,4.90E-26
1.5,5.4,0.762122,0.179179,0.064133,3.25E-26
1.5,5.5,0.757066,0.177599,0.06579,1.22E-26
1.5,5.6,0.752105,0.17608,0.067406,2.93E-27
1.5,5.7,0.747236,0.174617,0.068983,6.06E-15
1.5,5.8,0.742453,0.173206,0.070523,5.65E-16
1.5,5.9,0.737752,0.171845,0.072029,1.83E-16
1.5,6,0.733131,0.170531,0.073502,3.91E-15
1.5,6.1,0.728585,0.16926,0.074944,2.28E-16
1.5,6.2,0.724111,0.16803,0.076356,1.86E-16
1.5,6.3,0.719706,0.166839,0.07774,9.16E-19
1.5,6.4,0.715368,0.165685,0.079097,9.12E-20
1.5,6.5,0.711094,0.164565,0.080428,6.96E-21
1.5,6.6,0.706881,0.163478,0.081735,3.78E-22
1.5,6.7,0.702727,0.162421,0.083018,1.31E-23
1.5,6.8,0.698629,0.161395,0.084279,5.72E-25
1.5,6.9,0.694587,0.160396,0.085518,1.57E-18
1.5,7,0.690597,0.159424,0.086736,4.00E-19
1.5,7.1,0.686658,0.158477,0.087934,9.87E-20
1.5,7.2,0.682768,0.157555,0.089113,2.35E-20
1.5,7.3,0.678926,0.156656,0.090274,5.41E-21
1.5,7.4,0.67513,0.155778,0.091417,1.07E-26
1.5,7.5,0.671378,0.154922,0.092543,3.33E-27
1.5,7.6,0.667669,0.154087,0.093652,9.41E-28
1.5,7.7,0.664002,0.15327,0.094745,2.34E-28
1.5,7.8,0.660376,0.152472,0.095823,2.84E-15
1.5,7.9,0.656789,0.151692,0.096886,1.32E-15
1.5,8,0.65324,0.15093,0.097935,6.52E-16
1.5,8.1,0.649727,0.150183,0.09897,2.48E-16
1.5,8.2,0.646251,0.149453,0.099991,9.28E-17
1.5,8.3,0.64281,0.148738,0.100999,3.39E-17
1.5,8.4,-1.25476,0.411898,0.205554,2.19E-19
1.5,8.5,-1.25887,0.409891,0.206994,2.26E-17
1.5,8.6,-1.26296,0.40787,0.208427,4.72E-19
1.5,8.7,-1.26702,0.405838,0.209852,1.26E-18
1.5,8.8,-1.27106,0.403794,0.21127,2.09E-16
1.5,8.9,-1.27508,0.40174,0.212681,2.73E-18
1.5,9,-1.27906,0.399677,0.214084,2.65E-20
1.5,9.1,0.616427,0.143502,0.108637,2.70E-18
1.5,9.2,0.613261,0.142902,0.109543,1.14E-18
1.5,9.3,0.610122,0.142312,0.11044,4.74E-19
1.5,9.4,0.607009,0.141733,0.111327,1.94E-19
1.5,9.5,0.603921,0.141164,0.112205,7.85E-20
1.5,9.6,0.600859,0.140605,0.113073,3.12E-20
1.5,9.7,0.597821,0.140055,0.113933,2.39E-20
1.5,9.8,0.594807,0.139514,0.114784,1.07E-20
1.5,9.9,0.591816,0.138983,0.115627,4.71E-21
1.5,10,0.588849,0.138459,0.116461,2.04E-21
1.5,10.1,0.585903,0.137945,0.117287,3.33E-27
1.5,10.2,0.58298,0.137438,0.118106,1.00E-26
1.5,10.3,0.580077,0.13694,0.118917,2.58E-26
1.5,10.4,0.577196,0.136449,0.11972,1.99E-24
1.5,10.5,0.574336,0.135965,0.120517,6.16E-25
1.5,10.6,0.571495,0.135489,0.121306,1.68E-25
1.5,10.7,0.568674,0.13502,0.122088,4.76E-26
1.5,10.8,0.565873,0.134558,0.122863,1.28E-26
1.5,10.9,0.56309,0.134103,0.123631,9.46E-17
1.5,11,0.560326,0.133654,0.124393,4.66E-18
1.5,11.1,0.55758,0.133211,0.125148,6.26E-18
1.5,11.2,0.554853,0.132775,0.125898,8.39E-18
1.5,11.3,0.552142,0.132345,0.12664,7.49E-16
1.5,11.4,0.549449,0.131921,0.127377,2.44E-23
1.5,11.5,0.546773,0.131503,0.128108,1.08E-26
1.5,11.6,0.544113,0.13109,0.128834,8.37E-15
1.5,11.7,0.54147,0.130683,0.129553,1.92E-27
1.5,11.8,0.538842,0.130281,0.130267,4.20E-27
1.5,11.9,0.53623,0.129884,0.130976,8.73E-27
1.5,12,0.533634,0.129493,0.131679,1.41E-18
1.5,12.1,1.383156,0.336291,-0.25273,6.06E-18
1.5,12.2,0.528487,0.128725,0.133069,9.07E-24
1.5,12.3,0.525935,0.128348,0.133757,7.51E-24
1.5,12.4,0.523398,0.127976,0.134439,2.14E-17
1.5,12.5,0.520875,0.127609,0.135117,4.30E-25
1.5,12.6,0.518366,0.127246,0.13579,6.49E-25
1.5,12.7,0.51587,0.126887,0.136458,9.81E-25
1.5,12.8,0.513388,0.126533,0.137121,1.48E-24
1.5,12.9,1.402896,0.321682,-0.26093,4.46E-24
1.5,13,1.405162,0.319933,-0.2619,6.42E-23
1.5,13.1,1.407386,0.318203,-0.26286,2.84E-13
1.5,13.2,1.409566,0.31649,-0.26381,2.04E-23
1.5,13.3,1.411704,0.314794,-0.26474,3.05E-17
1.5,13.4,-1.4138,0.313117,0.26567,4.41E-16
1.5,13.5,0.496374,0.124166,0.141642,2.47E-26
1.5,13.6,0.493993,0.123843,0.14227,3.93E-26
1.5,13.7,0.491623,0.123524,0.142895,6.37E-26
1.5,13.8,0.489265,0.123208,0.143516,1.03E-25
1.5,13.9,0.486918,0.122895,0.144134,1.65E-25
1.5,14,-1.42555,0.303426,0.271003,3.11E-17
1.5,14.1,0.482258,0.12228,0.145356,1.79E-27
1.5,14.2,-1.42917,0.300336,0.272697,4.41E-28
1.5,14.3,-1.43092,0.298817,0.27353,8.62E-27
1.5,14.4,-1.43264,0.297315,0.274353,2.65E-17
1.5,14.5,-1.43433,0.295831,0.275166,4.06E-20
1.5,14.6,-1.43598,0.294363,0.275969,1.44E-16
1.5,14.7,0.468533,0.120512,0.148938,1.52E-16
1.5,14.8,0.466281,0.120227,0.149523,1.97E-17
1.5,14.9,0.464039,0.119946,0.150104,1.28E-17
1.5,15,0.461807,0.119667,0.150682,3.98E-18
1.5,15.1,0.459585,0.119392,0.151257,8.24E-18
1.5,15.2,0.457372,0.119118,0.151829,2.02E-23
1.5,15.3,0.455168,0.118848,0.152397,7.22E-21
1.5,15.4,1.448049,0.283204,-0.28207,6.07E-23
1.5,15.5,1.449425,0.28188,-0.2828,5.92E-19
1.5,15.6,1.450774,0.280571,-0.28351,1.73E-20
1.5,15.7,1.452096,0.279277,-0.28422,6.42E-16
1.5,15.8,0.444285,0.117534,0.155194,4.40E-23
1.5,15.9,0.442135,0.117278,0.155745,6.45E-23
1.5,16,0.439994,0.117025,0.156292,3.58E-25
1.5,16.1,0.43786,0.116774,0.156837,2.97E-16
1.5,16.2,0.435736,0.116526,0.157379,2.38E-25
1.5,16.3,0.433619,0.116279,0.157919,8.83E-23
1.5,16.4,0.43151,0.116035,0.158455,1.66E-22
1.5,16.5,0.42941,0.115794,0.158989,3.08E-22
1.5,16.6,0.427317,0.115554,0.15952,5.76E-22
1.5,16.7,0.425233,0.115316,0.160049,1.77E-21
1.5,16.8,0.423156,0.115081,0.160575,5.13E-21
1.5,16.9,0.421086,0.114847,0.161098,5.76E-20
1.5,17,0.419025,0.114616,0.161619,8.48E-21
1.5,17.1,0.41697,0.114386,0.162137,6.81E-22
1.5,17.2,0.414923,0.114159,0.162653,4.63E-23
1.5,17.3,0.412884,0.113933,0.163167,8.96E-24
1.5,17.4,0.410851,0.11371,0.163678,2.64E-23
1.5,17.5,0.408826,0.113488,0.164187,1.90E-24
1.5,17.6,0.406808,0.113268,0.164693,9.41E-22
1.5,17.7,0.404796,0.11305,0.165197,1.13E-23
1.5,17.8,0.402792,0.112834,0.165699,3.67E-26
1.5,17.9,0.400794,0.112619,0.166199,8.64E-22
1.5,18,0.398803,0.112406,0.166696,6.42E-19
1.5,18.1,0.396819,0.112195,0.167191,3.60E-21
1.5,18.2,1.47779,0.251193,-0.29971,2.10E-20
1.5,18.3,1.478574,0.250219,-0.30025,2.15E-28
1.5,18.4,1.479341,0.249255,-0.30079,1.04E-15
1.5,18.5,1.480094,0.248301,-0.30132,6.95E-23
1.5,18.6,1.480831,0.247357,-0.30185,3.10E-18
1.5,18.7,1.481554,0.246422,-0.30237,4.84E-17
1.5,18.8,1.482262,0.245497,-0.30289,1.10E-20
1.5,18.9,0.381177,0.110566,0.171075,4.29E-19
1.5,19,0.379249,0.110369,0.171551,3.48E-25
1.5,19.1,0.377328,0.110174,0.172025,6.60E-20
1.5,19.2,0.375412,0.10998,0.172497,3.71E-16
1.5,19.3,0.373503,0.109788,0.172967,1.20E-17
1.5,19.4,0.371599,0.109597,0.173436,1.99E-19
1.5,19.5,0.369701,0.109408,0.173902,2.87E-16
1.5,19.6,0.367808,0.10922,0.174367,3.80E-16
1.5,19.7,0.365921,0.109033,0.17483,5.01E-16
1.5,19.8,0.36404,0.108848,0.175291,6.59E-16
1.5,19.9,0.362164,0.108664,0.17575,8.62E-16
1.5,20,0.360294,0.108482,0.176207,1.12E-15
1.6,2.7,0.991524,0.417714,-0.0647,0.000852
1.6,2.8,0.981571,0.420323,-0.06344,0.000114
1.6,2.9,0.973312,0.391057,-0.0497,1.69E-20
1.6,3,0.966546,0.360347,-0.03697,1.91E-14
1.6,3.1,0.958017,0.338174,-0.02746,4.66E-20
1.6,3.2,0.948374,0.32022,-0.01935,6.63E-25
1.6,3.3,0.938185,0.305269,-0.01222,7.49E-23
1.6,3.4,0.927855,0.292646,-0.00588,6.79E-16
1.6,3.5,0.917641,0.281868,-0.00018,4.48E-19
1.6,3.6,0.907686,0.272562,0.004986,1.92E-22
1.6,3.7,0.89806,0.264439,0.009692,2.89E-14
1.6,3.8,0.888787,0.257278,0.014013,6.59E-16
1.6,3.9,0.879868,0.250905,0.018007,2.90E-19
1.6,4,0.871292,0.245184,0.021719,2.63E-22
1.6,4.1,0.863041,0.24001,0.025189,1.17E-23
1.6,4.2,0.855094,0.235299,0.028446,1.06E-14
1.6,4.3,0.84743,0.230982,0.031518,4.53E-16
1.6,4.4,0.840029,0.227007,0.034425,1.07E-21
